category_name;content;title;url
abd;abd  donaldı trump facebook yönet kurul üyes peter thiel iddia üzer googleı inceleyecek sinyal ver;trump googleı inceleyecek;https://tr.sputniknews.com//abd/201907161039683214-trump-thielin-iddialari-uzerine-googlei-inceleyecegiz/
abd;ba sıza yazışma i̇ngil büyükelçi taraf ‘beceriksiz’ nitelene abd  donaldı trump “biz ada büyük hayran değil zate i̇ngiltere i hizmet etmedi” yorum yap;i̇ngil büyükelçi beceriksiz yorum trump yanıt ada büyük hayran değil;https://tr.sputniknews.com//abd/201907081039594983-ingiliz-buyukelcinin-beceriksiz-yorumuna-trumptan-yanit-biz-de-bu-adamin-buyuk-hayranlari-degiliz-/
abd;abd  donaldı trump suudi arabista  kadı büyükelçis prenses rima bint bender dün beyaz saray kabul et;trump suudi arabista  kadı büyükelçi kabul et;https://tr.sputniknews.com//abd/201907091039606602-trump-suudi-arabistanin-ilk-kadin-buyukelcisini-kabul-etti/
abd;abdn california eyalet dün gerçekleşe 6 4 şiddet son 20 yıl büyük deprem ardı 1400ten faz artçı sars kayl;kaliforni deprem ardı 1400ten faz artçı sars yaşa;https://tr.sputniknews.com//abd/201907061039577855-kaliforniya-depreminin-ardindan-1400ten-fazla-artci-sarsinti-yasandi/
abd;abd  trump’ ısrar sonuç washingto sokak tank sergilendik savaş uçak havalandık 4 temmuz kutlama ülke sanıldık pahalı patladık belirtiliyor pentagon’ 1 2 milyo darlık fatura i̇çiş bakanlık 5 milyo do çek ancak gerçek maliyet faz  konuşuluyor;4 temmuz kutlama faturas kabarıyor trump ısrar şimdilik 5 milyo do mal ;https://tr.sputniknews.com//abd/201907111039636862-4-temmuz-kutlamalarinin-faturasi-kabariyor-trumpin-israri-simdilik-5-milyon-dolara-mal-oldu/
abd;ülke asker müdahale sonlandırma vaadi ktuk otura abd  donaldı trump afganista amerika lik ger çekmek istedik ancak ülke terörist saldırı üs arak kullanılma endiş ettik söyledi;afganis terörist harvar diye trump abd asker ger çekme konu endişel;https://tr.sputniknews.com//abd/201907021039533946-afganistan-icin-teroristlerin-harvardi-diyen-trump-abd-askerlerini-geri-cekme-konusunda-endiseli/
abd;facebook beyaz saray taraf yıl düzenlene sosyal medya zirve davet edilmedik duyur platfro uz sür trump taraf ‘önyargıl makla’ eleştiriliyor trump’ hedef a diğer ik şirket twitter google’ davet ilgil  yor yapılmadı;trump tepki nasip almış facebook beyaz saray sosyal medya zirve davet edilmedi;https://tr.sputniknews.com//yasam/201907091039605722-trumpin-tepkisinden-nasibini-almisti-facebook-beyaz-sarayin-sosyal-medya-zirvesine-davet-edilmedi/
abd;tartışmal açıklama abd  donaldı trumpa destek günde düşmeye ünlü hip hopçu-rapçi kanye wes inanç önem söz etme başladık genç ye projes aracılık inançla buluşturmak istedik belirtil;kanye west ke kilise kuracak;https://tr.sputniknews.com//abd/201907051039575964-kanye-West-kendi-kilisesini-kuracak/
abd;dünya büyük uyuşturuç örgüt elebaş mak suçlana el chapo cüç lakaplı joaquin guzma abdn new york eyalet dava müebbet hapis ceza çarptırıl;meksikal uyuşturuç baro el chapo müebbet;https://tr.sputniknews.com//abd/201907171039692894-meksikali-uyusturucu-baronu-el-chapoya-muebbet/
abd;abd  donaldı trump türkiye rusya s-400 alım ilişk yaptık açıklama türki 100den faz savaş uçak sipariş et ancak rusya s-400 aldık faz sat alamayacak ;trump türki 100den faz f-35 sipariş et ancak rusya s-400 aldık faz sat alamayacak;https://tr.sputniknews.com//abd/201907161039683983-trump-turkiye-100den-fazla-savas-ucagi-siparis-etti-ancak-rusyadan-s-400-aldigi-icin-daha-fazla/
abd;abd’de sayı 850 p geçe giderek artma deva e vatandaş facebook’  etkinlik örgütlenerek abd ordu neva çölü’n 51 bölge adlı üss bask düzenleme hazırlandık öğrenil;abd’de 850 bin kiş 51 bölge’yi basma hazırlanıyor;https://tr.sputniknews.com//abd/201907141039662631-abdde-850-bin-kisi-51-bolgeyi-basmaya-hazirlaniyor/
abd;abd çalışma baka alexander acos istifa et acos başsavcı  döne ünlü milyarder cinsel istismar hük giye jeffrey eipstein 2008de yaptık anlaşma günde gelmiş;abd çalışma baka acos istifa et;https://tr.sputniknews.com//abd/201907121039651245-abd-calisma-bakani-acosta-istifa-etti/
abd;abdde araştırmacı kılıç balık yiye  grup köpek balık görüntü bölge gele  batık balık köpek balık  büt arak yuttuk görüntü kaydet;büyük balık küçük balık yer kılıç balık yiye köpek balık batık balık taraf yutul;https://tr.sputniknews.com//yasam/201907111039638163-buyuk-balik-kucuk-baligi-yer-kilic-baligini-yiyen-kopek-baligi-batik-baligi-tarafindan-yutuldu/
abd;abdn ankar büyükelçilik avrupa büyük şehr yönetecek a ekre i̇mamoğl i dilek sunar ifade kullanarak tebrik mesaj bul;abd büyükelçilik i̇mamoğl tebrik;https://tr.sputniknews.com//turkiye/201906241039457922-abd-buyukelciliginden-imamogluna-tebrik/
abd;reşit maya kız çocuk yönelik cinsel istismar fuhuş ak uşturma suçlama yargılana abdli milyarder jeffrey epstei avukat müvekkil mahke süreç 77 milyo darlık malikane ev haps tutulma talep et;çocuk istismar fuhuş ak uşturmak suçlana abdli milyarder epstein ev hapsi talep;https://tr.sputniknews.com//abd/201907121039643602-cocuk-istismari-ve-fuhus-agi-olusturmakla-suclanan-abdli-milyarder-epstein-icin-ev-hapsi-talebi/
abd;abd  donaldı trump i̇srail başbaka benya netanyahu aras telefo görüşme i̇ra ilgil son gelişme değerlendirildik bildiril;trump netanyahu i̇ra görüş;https://tr.sputniknews.com//abd/201907111039642651-trump-ile-netanyahu-irani-gorustu/
abd;abd kongre bağlı araştırma servi nükleer pitik uzma amy wf abdn sadeç rusya ye süpersonik füz siste avangar değil aynı zama kıtalararas balis füze karşı savunmas  ;abd kıtalararas balis füze karşı savunmas;https://tr.sputniknews.com//savunma/201907101039629602-abd-kitalararasi-balistik-fuzelere-karsi-savunmasiz/
abd;abd hav kuvvet komuta general davidi gdfein nükleer savaş çıkmas durum izlenecek pla ayrıntı açıkladı;abdli general nükleer savaş geliştirile gizli pla açıkladı;https://tr.sputniknews.com//abd/201907041039564510-abdli-general-nukleer-savas-icin-gelistirilen-gizli-plani-acikladi/
abd;abdn kaliforni eyalet 6 4 büyüklük depre meyda gel;abdn kaliforni eyalet 6 4 büyüklük depre;https://tr.sputniknews.com//abd/201907041039564463-abdnin-kaliforniya-eyaletinde-64-buyuklugunde-deprem/
abd;abd  donaldı trump i̇ngilter başbaka theresa may telefo görüşerek ik ülke ulusal güvenlik çıkar ilişk tak konu el aldık belirtil;trump i̇ngilter başbaka may telefo görüş;https://tr.sputniknews.com//abd/201907061039580774-trump-ingiltere-basbakani-may-ile-telefonda-gorustu/
abd;abd’n flori eyalet  alışveriş merkez patla meyda gel patlama yaralana  öğrenil;abdn flori eyalet alışveriş merkez patla 20 yaral;https://tr.sputniknews.com//abd/201907061039581030-abdde-avmde-patlama/
abd;abd  donaldı trump demokrat parti 2020de  aday aday ara ad ön çıka eski  yardımcıs joe biden  ıslah projes  iddia et;trump rakip aday yüklenme başladı joe bi  proje;https://tr.sputniknews.com//abd/201907061039581326-trump-rakip-adaylara-yuklenmeye-basladi-joe-biden-bir-projedir/
