category_name;content;title;url
abd;abd  donaldı trump facebook yönet kurul üyes peter thiel iddia üzer googleı inceleyecek sinyal ver;trump googleı inceleyecek;https://tr.sputniknews.com//abd/201907161039683214-trump-thielin-iddialari-uzerine-googlei-inceleyecegiz/
abd;abdn kaliforni eyalet güney geçe ç meyda gele 7 1 büyüklük depre sonuç yer yüzey uzay görülebile dev  yarık oluştuk bildiril;kaliforniya’ depre uzay görülebile dev  yarık oluş;https://tr.sputniknews.com//abd/201907091039613256-kaliforniyadaki-depremde-uzaydan-gorulebilen-dev-bir-yarik-olustu/
abd;şampiyon ligi final saha mayo gire kinsey wolanski brezilya kazandık cop amerik final aynı eyle denedik ancak yakalanarak sevgilis lik  sür gözalt tutulduk orta çık;saha mayol gire wolanski sevgili cop amerik pla su düş yakalanarak hap atıl;https://tr.sputniknews.com//yasam/201907091039606229-sahaya-mayolu-giren-Wolanski-ve-sevgilisinin-copa-amerika-plani-suya-dustu-yakalanarak-hapse/
abd;abd’n başke washington’ düzenlene ‘i̇srail hristiya lik cufi 2019 zirvesi’n açılış konuşa abd  yardımcıs mik pe “i̇ra abd’n kendi kontrol alt tutma kararsızlık karıştırmamalı” ;pe i̇ran’ nükleer  silah sahip olma as iz vermeyecek;https://tr.sputniknews.com//abd/201907081039601847-pence-iranin-nukleer-bir-silaha-sahip-olmasina-asla-izin-vermeyecegiz/
abd;abdde 2020de yapılacak nlık seçim demokrat parti aday ada ola california temsilcis eriç swalwell yarış çekildik açıkladı;demokrat aday ada abdde nlık yarış çekil;https://tr.sputniknews.com//abd/201907091039603570-demokrat-aday-adayi-abdde-baskanlik-yarisindan-cekildi/
abd;amerikal bil kurgu yazar stephe king abd  donaldı trump nlık dönem roman korkunç  söyledi;stephe king trump nlık roman korkunç;https://tr.sputniknews.com//abd/201907121039652933-stephen-king-trumpin-baskanligi-romanlarimdan-daha-korkunc/
abd;abd  donaldı trump türkiye rusya s-400 alma ilgil olarak an yaptır konu bakmıyor açıklama bul;trump an türkiye yaptır konu bakmıyor;https://tr.sputniknews.com//abd/201907181039704259-trumptan-turkiye-aciklamasi-yaptirim-dusunmuyorum/
abd;abd haz bakanlık lübna parlamento görevli ik hizbullah milletvekil ilk yaptır liste al bakanlık üst düzey  hizbullah güvenlik yetkili yaptır liste ekledi;abdde ilk lübna hizbullah vekil yaptır;https://tr.sputniknews.com//abd/201907101039614091-abdden-ilk-kez-lubnandaki-hizbullah-vekillerine-yaptirim/
abd;arizo gözal tesi tutula 15 yaş göçme  kız abd göçmenlik gümrük muhafaz  iç görevlis taraf taciz uğradık belirtil abd gümrük sınır muhafaz cbp  olay hakk soruşturma başlatıldık duyur;15 yaş göçme kız abd sınır poli cinsel taciz uğradı;https://tr.sputniknews.com//abd/201907101039624826-15-yasindaki-gocmen-kiz-abd-sinir-polisinin-cinsel-tacizine-ugradi/
abd;abd oğlu cenaze katılmak viz başvuru buluna i̇ra asıllı alma baba viz talep reddet;abd oğlu cenaze katılmak isteye i̇ra asıllı alma baba viz vermedi;https://tr.sputniknews.com//abd/201907081039593898-abd-oglunun-cenazesine-katilmak-isteyen-iran-asilli-alman-babaya-vize-vermedi/
abd;abd  donaldı trump kendis hakk beceriksiz k iddia edile i̇ngiltere washingto büyükelçis darroch ar kendi iş olmayacak ifade kulla;trump i̇ngiltere abd büyükelçi yükle ar kendi iş olmayacak;https://tr.sputniknews.com//abd/201907081039602449-trump-ingilterenin-abd-buyukelcisine-yuklendi-artik-kendisiyle-isimiz-olmayacak/
abd;abdde araştırmacı kılıç balık yiye  grup köpek balık görüntü bölge gele  batık balık köpek balık  büt olarak yuttuk görüntü kaydet;büyük balık küçük balık yer kılıç balık yiye köpek balık batık balık taraf yutul;https://tr.sputniknews.com//yasam/201907111039638163-buyuk-balik-kucuk-baligi-yer-kilic-baligini-yiyen-kopek-baligi-batik-baligi-tarafindan-yutuldu/
abd;abdn ön gele cumhuriyetçi politikacı temsilci meclis üyes michael t mccaul türkiye s-400 alım problemli  söyledi nato üyes olup rus asker teçhizat alamaz ifade kulla;abdli politikaç nato üyes olup rus asker teçhizat alamaz problemli  dur;https://tr.sputniknews.com//abd/201907161039681895-abdli-politikaci-nato-uyesi-olup-da-rus-askeri-techizati-alamazsiniz-cok-problemli-bir-durum/
abd;abd  donaldı trump demokrat parti 2020de  aday aday ara ad ön çıka eski  yardımcıs joe biden  ıslah projes  iddia et;trump rakip aday yüklenme başladı joe bi  proje;https://tr.sputniknews.com//abd/201907061039581326-trump-rakip-adaylara-yuklenmeye-basladi-joe-biden-bir-projedir/
abd;abd’n flori eyalet  alışveriş merkez patla meyda gel patlama yaralana  öğrenil;abdn flori eyalet alışveriş merkez patla 20 yaral;https://tr.sputniknews.com//abd/201907061039581030-abdde-avmde-patlama/
abd;abd  donaldı trump i̇ngilter başbaka theresa may telefo görüşerek ik ülke ulusal güvenlik çıkar ilişk tak konu el aldık belirtil;trump i̇ngilter başbaka may telefo görüş;https://tr.sputniknews.com//abd/201907061039580774-trump-ingiltere-basbakani-may-ile-telefonda-gorustu/
abd;abdn kaliforni eyalet 6 4 büyüklük depre meyda gel;abdn kaliforni eyalet 6 4 büyüklük depre;https://tr.sputniknews.com//abd/201907041039564463-abdnin-kaliforniya-eyaletinde-64-buyuklugunde-deprem/
abd;abd hav kuvvet komuta general davidi goldfein nükleer savaş çıkmas durum izlenecek pla ayrıntı açıkladı;abdli general nükleer savaş geliştirile gizli pla açıkladı;https://tr.sputniknews.com//abd/201907041039564510-abdli-general-nukleer-savas-icin-gelistirilen-gizli-plani-acikladi/
abd;abd kongre bağlı araştırma servi nükleer politik uzma amy wolf abdn sadeç rusya ye süpersonik füz siste avangar değil aynı zama kıtalararas balis füze karşı savunmas  belirtti;abd kıtalararas balis füze karşı savunmas;https://tr.sputniknews.com//savunma/201907101039629602-abd-kitalararasi-balistik-fuzelere-karsi-savunmasiz/
abd;abd  donaldı trump i̇srail başbaka benya netanyahu aras telefo görüşme i̇ra ilgil son gelişme değerlendirildik bildiril;trump netanyahu i̇ra görüş;https://tr.sputniknews.com//abd/201907111039642651-trump-ile-netanyahu-irani-gorustu/
abd;reşit olmaya kız çocuk yönelik cinsel istismar fuhuş ak oluşturma suçlama yargılana abdli milyarder jeffrey epstei avukat müvekkil mahke süreç 77 milyo dolarlık malikane ev haps tutulma talep et;çocuk istismar fuhuş ak oluşturmak suçlana abdli milyarder epstein ev hapsi talep;https://tr.sputniknews.com//abd/201907121039643602-cocuk-istismari-ve-fuhus-agi-olusturmakla-suclanan-abdli-milyarder-epstein-icin-ev-hapsi-talebi/
abd;abdn ankar büyükelçilik avrupa büyük şehr yönetecek ola ekre i̇mamoğl i dilek sunar ifade kullanarak tebrik mesaj bul;abd büyükelçilik i̇mamoğl tebrik;https://tr.sputniknews.com//turkiye/201906241039457922-abd-buyukelciliginden-imamogluna-tebrik/
abd;abd çalışma baka alexander acos istifa et acos başsavcı  döne ünlü milyarder cinsel istismar hük giye jeffrey eipstein 2008de yaptık anlaşma günde gelmiş;abd çalışma baka acos istifa et;https://tr.sputniknews.com//abd/201907121039651245-abd-calisma-bakani-acosta-istifa-etti/
abd;amerikal aktör kev spaceyn cinsel taciz suçlama nantucket bölge mahkeme yargılandık dava düşürülme karar veril;oscar ödüllü oyuncu spacey hakk taciz davas düşürül;https://tr.sputniknews.com//abd/201907181039694459-oscar-odullu-oyuncu-spacey-hakkindaki-taciz-davasi-dusuruldu/
abd;abd  donaldı trump türkiye rusya s-400 alım ilişk yaptık açıklama türki 100den faz savaş uçak sipariş et ancak rusya s-400 aldık faz sat alamayacak ;trump türki 100den faz f-35 sipariş et ancak rusya s-400 aldık faz sat alamayacak;https://tr.sputniknews.com//abd/201907161039683983-trump-turkiye-100den-fazla-savas-ucagi-siparis-etti-ancak-rusyadan-s-400-aldigi-icin-daha-fazla/
abd;dünya büyük uyuşturuç örgüt elebaş olmak suçlana el chapo cüç lakaplı joaquin guzma abdn new york eyalet dava müebbet hapis ceza çarptırıl;meksikal uyuşturuç baro el chapo müebbet;https://tr.sputniknews.com//abd/201907171039692894-meksikali-uyusturucu-baronu-el-chapoya-muebbet/
abd;tartışmal açıklama abd  donaldı trumpa destek günde düşmeye ünlü hip hopçu-rapçi kanye wes inanç önem söz etme başladık genç ye projes aracılık inançla buluşturmak istedik belirtil;kanye west ke kilise kuracak;https://tr.sputniknews.com//abd/201907051039575964-kanye-West-kendi-kilisesini-kuracak/
abd;facebook beyaz saray taraf yıl düzenlene sosyal medya zirve davet edilmedik duyur platfro uz sür trump taraf ‘önyargıl olmakla’ eleştiriliyor trump’ hedef ola diğer ik şirket twitter google’ davet ilgil  yor yapılmadı;trump tepki nasip almış facebook beyaz saray sosyal medya zirve davet edilmedi;https://tr.sputniknews.com//yasam/201907091039605722-trumpin-tepkisinden-nasibini-almisti-facebook-beyaz-sarayin-sosyal-medya-zirvesine-davet-edilmedi/
abd;ülke asker müdahale sonlandırma vaadi koltuk otura abd  donaldı trump afganista amerika lik ger çekmek istedik ancak ülke terörist saldırı üs olarak kullanılma endiş ettik söyledi;afganis terörist harvar diye trump abd asker ger çekme konu endişel;https://tr.sputniknews.com//abd/201907021039533946-afganistan-icin-teroristlerin-harvardi-diyen-trump-abd-askerlerini-geri-cekme-konusunda-endiseli/
abd;abd  trump’ ısrar sonuç washingto sokak tank sergilendik savaş uçak havalandık 4 temmuz kutlama ülke sanıldık pahalı patladık belirtiliyor pentagon’ 1 2 milyo dolarlık fatura i̇çiş bakanlık 5 milyo do çek ancak gerçek maliyet faz  konuşuluyor;4 temmuz kutlama faturas kabarıyor trump ısrar şimdilik 5 milyo do mal ol;https://tr.sputniknews.com//abd/201907111039636862-4-temmuz-kutlamalarinin-faturasi-kabariyor-trumpin-israri-simdilik-5-milyon-dolara-mal-oldu/
abd;abdn california eyalet dün gerçekleşe 6 4 şiddet son 20 yıl büyük deprem ardı 1400ten faz artçı sars kayl;kaliforni deprem ardı 1400ten faz artçı sars yaşa;https://tr.sputniknews.com//abd/201907061039577855-kaliforniya-depreminin-ardindan-1400ten-fazla-artci-sarsinti-yasandi/
abd;abd  donaldı trump suudi arabista ilk kadı büyükelçis prenses rima bint bender dün beyaz saray kabul et;trump suudi arabista ilk kadı büyükelçi kabul et;https://tr.sputniknews.com//abd/201907091039606602-trump-suudi-arabistanin-ilk-kadin-buyukelcisini-kabul-etti/
abd;ba sıza yazışma i̇ngil büyükelçi taraf ‘beceriksiz’ nitelene abd  donaldı trump “biz ada büyük hayran değil zate i̇ngiltere i hizmet etmedi” yorum yap;i̇ngil büyükelçi beceriksiz yorum trump yanıt ada büyük hayran değil;https://tr.sputniknews.com//abd/201907081039594983-ingiliz-buyukelcinin-beceriksiz-yorumuna-trumptan-yanit-biz-de-bu-adamin-buyuk-hayranlari-degiliz-/
abd;abdn ön gele gazete washingto post türk amerika ulusal yönlendirme komites yönet kurul imza fethullah güle kültü suç i̇ç adalet i̇stiyor başlıklı ila yayımla;washingto post gazete 15 temmuz ila;https://tr.sputniknews.com//abd/201907151039672092-Washington-post-gazetesinde-15-temmuz-ilani/
abd;abdde 2020 nlık seçim yaklaşır  donaldı trump kamuoy destek oran nlık boy yük seviye çıktık belirtil;abd kamuoy trumpa destek yük seviye;https://tr.sputniknews.com//abd/201907071039593540-abd-kamuoyunda-trumpa-destek-en-yuksek-seviyede/
abd;abd merkez bankas fed  jero powell son ay gör üzer belirsizlik arttı özellik son ay ön gele ekonomi ivme yavaşladık görülüyor zayıfla abd ekonomi etkileyebilir ;fed  powell  trump git der tabii gitme;https://tr.sputniknews.com//abd/201907101039630221-fed-baskani-powell-baskan-trump-git-derse-tabii-ki-gitmem/
